allyBaronKills,allyDragonKills,allyInhibitorKills,allySide,allyTowerKills,assists,ccScore,champLevel,championClass,championID,championMastery,championName,damageToChampions,damageToObjectives,deaths,enemyBaronKills,enemyDragonKills,enemyInhibitorKills,enemySide,enemyTowerKills,firstBaron,firstBlood,firstBloodAssist,firstBloodKill,firstDragon,firstInhibitor,firstInhibitorAssist,firstTower,firstTowerAssist,fiveMinuteGoldDelta,fiveMinuteXPDelta,goldEarned,kills,matchId,riftHerald,summonerName,totalHealed,visionScore,visionWardsPurchased,wardKills,win
1,0,0,Red,4,3,108,14,Marksman,None,4157,Kaisa,10557,618,13,2,5,2,Blue,8,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,55.09999999999991,-498.0,11724,3,3055048668,Enemy,SurrenderSound,2383,7,0,1,0
0,3,3,Red,10,8,432,15,Marksman,None,21897,Ezreal,34424,14473,6,1,1,0,Blue,0,Enemy,Ally,False,True,Enemy,Ally,True,Ally,False,134.4000000000001,160.0999999999999,15589,14,3055039951,Enemy,SurrenderSound,5092,19,2,2,1
0,1,0,Red,2,3,0,12,Marksman,None,37172,Sivir,5996,4833,8,1,2,2,Blue,10,Enemy,Enemy,False,False,Ally,Enemy,False,Enemy,False,-279.5,-258.0999999999999,7504,2,3054350872,Enemy,SurrenderSound,1428,7,1,3,0
1,0,2,Blue,10,10,13,15,Marksman,None,4157,Kaisa,21073,9999,7,1,5,0,Red,4,Ally,Ally,False,False,Enemy,Ally,True,Enemy,False,607.2,-14.5,12234,4,3054284234,Enemy,SurrenderSound,2150,10,1,2,1
0,4,1,Red,9,21,489,14,Tank,None,9951,Nautilus,11995,2036,5,1,0,2,Blue,7,Enemy,Enemy,False,False,Ally,Enemy,False,Enemy,False,-301.0,-113.40000000000009,9967,5,3221245446,Enemy,AutoLock Timumu,810,61,7,2,1
0,3,0,Red,4,5,296,13,Fighter,None,23771,Kayle,8315,4695,2,0,0,0,Blue,4,None,Ally,False,False,Ally,None,None,Enemy,False,-237.20000000000005,166.0999999999999,9269,4,3220732819,Ally,AutoLock Timumu,5618,18,3,1,1
0,0,0,Blue,0,3,27,8,Tank,None,33972,Leona,4009,0,5,0,2,0,Red,4,None,Enemy,False,False,Enemy,None,None,Enemy,False,-293.5999999999999,-343.0999999999999,4086,2,3220663812,Enemy,AutoLock Timumu,93,18,3,0,0
0,0,0,Blue,1,6,16,12,Marksman,None,37155,Kaisa,7138,500,5,1,4,4,Red,11,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,286.0,134.5,8019,2,3220639869,Enemy,AutoLock Timumu,25,8,3,0,0
2,4,4,Red,11,34,199,17,Mage,None,86023,Karma,22053,9731,3,0,1,0,Blue,6,Ally,Ally,False,False,Enemy,Ally,False,Ally,False,-314.29999999999995,-571.2,11222,2,3219388116,Enemy,AutoLock Timumu,10659,85,6,10,1
0,2,0,Blue,3,7,94,14,Tank,None,33972,Leona,7119,1899,10,2,2,3,Red,11,Enemy,Ally,False,False,Ally,Enemy,False,Enemy,False,72.90000000000009,552.0999999999999,7535,2,3219423040,Enemy,AutoLock Timumu,3834,88,6,12,0
0,4,1,Red,5,6,98,13,Mage,None,2787,Syndra,16007,3779,2,0,0,0,Blue,1,None,Ally,False,False,Ally,Ally,False,Ally,False,192.5999999999999,-206.0999999999999,10142,8,3220172573,Enemy,Paper Mache Bird,1172,27,2,3,1
0,0,0,Red,2,7,106,11,Marksman,None,1542,Jhin,6627,3230,10,1,4,0,Blue,5,Enemy,Enemy,False,False,Enemy,None,None,Enemy,False,517.9000000000001,647.0,7978,3,3220150515,None,Paper Mache Bird,1841,17,1,1,0
0,0,0,Blue,1,5,47,14,Mage,None,12944,Vladimir,17621,0,3,0,3,1,Red,7,None,Ally,False,True,Enemy,Enemy,False,Enemy,False,-252.0999999999999,-241.70000000000005,9928,6,3210500658,Enemy,Paper Mache Bird,17272,8,1,1,0
0,3,0,Red,5,3,123,12,Mage,None,2787,Syndra,12007,4606,3,0,0,0,Blue,0,None,Ally,False,False,Ally,None,None,Ally,False,-386.29999999999995,-354.20000000000005,8480,6,3210397446,Enemy,Paper Mache Bird,772,13,1,2,1
1,3,3,Red,11,3,237,16,Mage,None,2787,Syndra,27423,3834,5,0,1,0,Blue,2,Ally,Enemy,False,False,Enemy,Ally,False,Enemy,False,-260.5999999999999,-425.20000000000005,12350,9,3209679874,Ally,Paper Mache Bird,2513,16,1,4,1
0,0,0,Red,3,3,228,16,Mage,None,2787,Syndra,14232,1429,6,1,5,4,Blue,11,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,-289.4000000000001,202.5999999999999,11715,4,3209634459,Ally,Paper Mache Bird,1668,22,3,2,0
1,1,3,Blue,10,22,131,14,Tank,None,7992,Blitzcrank,12707,4052,8,1,2,0,Red,1,Ally,Ally,False,False,Enemy,Ally,False,Ally,False,473.5,579.2,9019,2,3209598741,Ally,Paper Mache Bird,1553,49,4,5,1
0,2,0,Red,4,7,146,15,Mage,None,16675,Xerath,13671,4038,7,1,3,1,Blue,8,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,483.9000000000001,-176.20000000000005,10534,2,3193970669,Enemy,Paper Mache Bird,103,23,1,4,0
2,2,4,Blue,11,11,898,17,Mage,None,97669,Anivia,21437,9188,6,0,2,0,Red,2,Ally,Enemy,False,False,Ally,Ally,True,Ally,False,-45.90000000000009,430.9000000000001,12388,5,3192935933,Ally,Paper Mache Bird,4799,24,2,1,1
0,3,3,Red,9,15,209,17,Marksman,None,1542,Jhin,23469,9490,10,1,2,1,Blue,6,Enemy,Enemy,False,False,Enemy,Ally,False,Enemy,False,49.40000000000009,357.70000000000005,16964,9,3139771127,None,Paper Mache Bird,5840,45,2,3,1
0,0,0,Red,0,4,251,13,Mage,None,30220,Orianna,15838,721,5,0,3,1,Blue,9,None,Ally,False,False,Enemy,Enemy,False,Enemy,False,-114.09999999999991,343.20000000000005,8157,2,3201708072,None,ChaoticCalumon,1271,23,3,1,0
1,2,3,Blue,11,14,8,15,Marksman,None,31859,Lucian,15958,11640,2,0,1,0,Red,1,Ally,Ally,False,False,Enemy,Ally,True,Ally,True,253.70000000000005,-68.70000000000005,13272,6,3188212453,Ally,ChaoticCalumon,4715,21,2,4,1
0,0,0,Blue,1,4,163,12,Fighter,None,190409,Gangplank,6796,3058,1,0,1,0,Red,4,None,Enemy,False,False,Enemy,None,None,Enemy,False,-104.5,253.79999999999995,7797,1,3188188319,Ally,ChaoticCalumon,1265,11,2,0,0
0,0,0,Blue,3,13,191,14,Support,None,2291,Ivern,9397,4565,6,2,4,2,Red,10,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-403.9000000000001,-318.0999999999999,8593,0,3173075739,Ally,ChaoticCalumon,7507,29,1,8,0
0,2,1,Red,6,7,244,12,Fighter,None,6117,Trundle,5805,10419,1,0,1,0,Blue,1,None,Ally,False,True,Enemy,Ally,False,Enemy,False,-364.29999999999995,-309.9000000000001,8591,4,3173051276,None,ChaoticCalumon,11375,21,1,4,1
0,0,0,Blue,0,3,270,10,Fighter,None,19065,Gragas,3365,2580,2,0,1,0,Red,2,None,Enemy,False,False,Enemy,None,None,Enemy,False,-493.9000000000001,-388.5,6462,3,3172987347,Enemy,ChaoticCalumon,5031,23,2,2,0
0,1,3,Red,10,4,76,15,Marksman,None,8526,Caitlyn,35720,12255,2,0,3,0,Blue,1,None,Ally,False,False,Enemy,Ally,True,Ally,False,16.200000000000045,343.29999999999995,14865,16,3168758282,None,ChaoticCalumon,2787,22,2,5,1
0,3,2,Red,8,10,248,16,Fighter,None,190409,Gangplank,22313,10974,8,0,2,0,Blue,4,None,Ally,False,True,Enemy,Ally,True,Ally,False,151.5,-25.90000000000009,14288,8,3157739611,None,ChaoticCalumon,5020,52,3,5,1
0,1,0,Red,2,16,67,12,Mage,None,4299,Morgana,9631,1593,7,1,2,1,Blue,10,Enemy,Enemy,False,False,Ally,Enemy,False,Ally,True,-298.29999999999995,-374.79999999999995,9252,3,3150340143,Enemy,ChaoticCalumon,3669,47,7,7,0
1,3,2,Red,5,34,178,15,Support,None,82087,Thresh,16609,4268,5,1,2,2,Blue,9,Ally,Ally,False,False,Ally,Ally,True,Ally,True,84.29999999999995,-385.70000000000005,11245,4,3144893411,Enemy,ChaoticCalumon,5030,73,7,4,0
0,2,0,Red,5,6,555,16,Fighter,None,19065,Gragas,22696,19252,4,2,4,3,Blue,11,Enemy,Enemy,False,False,Enemy,Enemy,False,Ally,False,-449.20000000000005,-451.4000000000001,15016,7,3144852707,Ally,ChaoticCalumon,13467,37,5,2,0
2,2,2,Red,10,13,279,18,Mage,None,225930,Velkoz,51209,8728,11,0,3,1,Blue,6,Ally,Ally,False,False,Enemy,Enemy,False,Ally,False,-93.29999999999995,12.900000000000091,16033,15,3208099948,Enemy,Legitlyblue5,684,21,2,1,1
2,5,4,Red,10,17,370,18,Mage,None,225930,Velkoz,72592,19646,10,0,2,1,Blue,8,Ally,Enemy,False,False,Enemy,Ally,True,Enemy,False,-291.9000000000001,-347.4000000000001,26399,22,3208046378,Enemy,Legitlyblue5,7617,64,2,8,0
0,1,0,Blue,1,6,356,17,Mage,None,225930,Velkoz,51154,4903,6,1,3,3,Red,10,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-482.4000000000001,-657.3,17985,18,3208032659,Enemy,Legitlyblue5,0,23,2,1,0
1,2,0,Red,7,3,675,18,Tank,None,13273,Chogath,19683,3834,8,1,3,3,Blue,9,Ally,Ally,False,False,Enemy,Enemy,False,Ally,False,78.5,547.7,15191,8,3207968625,Enemy,Legitlyblue5,8709,23,0,2,0
0,0,1,Red,11,7,74,12,Marksman,None,7726,Jhin,17231,10873,4,0,0,0,Blue,0,None,Ally,False,True,None,Ally,False,Ally,False,-32.299999999999955,697.0,13082,16,3205120954,Ally,Legitlyblue5,2800,6,1,0,1
0,1,0,Red,5,6,123,13,Marksman,None,6112,Jinx,26833,15809,6,1,2,1,Blue,8,Enemy,Enemy,False,False,Ally,Enemy,False,Ally,False,548.9000000000001,-183.79999999999995,12700,9,3205086915,Ally,Legitlyblue5,2860,19,1,0,0
0,3,3,Blue,11,10,77,15,Marksman,None,7726,Jhin,31168,10803,6,0,0,0,Red,2,None,Ally,False,True,Ally,Ally,True,Ally,True,514.5,-165.4000000000001,14839,14,3205084353,Enemy,Legitlyblue5,5343,11,2,1,1
0,3,4,Red,11,6,256,16,Mage,None,225930,Velkoz,48567,4151,6,0,1,0,Blue,0,None,Ally,False,False,Ally,Ally,True,Ally,False,542.7,73.09999999999991,13913,12,3205090732,Ally,Legitlyblue5,2980,26,3,5,1
0,0,0,Red,2,3,41,13,Assassin,None,22700,Zed,10543,4727,7,1,2,2,Blue,9,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-2.2000000000000455,-255.0999999999999,8107,1,3204999014,Enemy,Legitlyblue5,1321,13,0,3,0
0,2,0,Red,3,4,73,14,Mage,None,11998,Ryze,16949,3453,7,1,2,1,Blue,6,Enemy,Ally,False,False,Ally,Enemy,False,Enemy,False,-291.70000000000005,-195.4000000000001,11207,6,3216703966,Enemy,Popstar Jessica,4313,19,5,1,0
0,3,0,Red,3,1,23,12,Assassin,None,12661,Leblanc,10811,5405,2,0,0,0,Blue,1,None,Enemy,False,False,Ally,None,None,Enemy,False,-74.09999999999991,-115.59999999999991,8063,6,3216599335,Ally,Popstar Jessica,4391,19,2,2,1
1,2,0,Red,7,6,143,14,Mage,None,27151,Zoe,21470,2978,1,0,1,0,Blue,1,Ally,Ally,False,False,Enemy,None,None,Ally,False,194.79999999999995,317.5,11446,10,3192824247,Ally,Popstar Jessica,5450,17,2,0,1
0,0,0,Blue,0,1,88,6,Support,None,2132,Soraka,2872,280,7,0,1,1,Red,6,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-116.0,718.9000000000001,2742,1,3192781277,Enemy,Popstar Jessica,1636,6,2,0,0
1,2,3,Red,11,11,214,15,Marksman,None,984,MissFortune,30322,33851,4,0,0,0,Blue,2,Ally,Enemy,False,False,Ally,Ally,False,Ally,False,-140.0999999999999,324.5999999999999,14170,10,3192718521,Ally,Popstar Jessica,1078,19,2,4,1
1,4,2,Red,11,4,139,15,Mage,None,27151,Zoe,27153,5952,3,0,0,0,Blue,0,Ally,Ally,False,False,Ally,Ally,False,Ally,False,55.200000000000045,-52.59999999999991,12231,10,3192735652,Ally,Popstar Jessica,3450,18,2,3,1
0,1,0,Red,6,4,147,18,Mage,None,5909,Vladimir,28807,7425,6,2,4,4,Blue,11,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,376.29999999999995,-22.59999999999991,16355,8,3190208659,Ally,Popstar Jessica,32650,21,4,1,0
0,0,0,Red,3,1,306,10,Assassin,None,4867,Ekko,13693,4030,5,0,2,1,Blue,7,None,Enemy,False,False,Enemy,Enemy,False,Ally,False,152.5999999999999,275.0999999999999,7611,5,3188461761,Enemy,Popstar Jessica,6506,13,2,3,0
0,0,0,Red,5,0,298,15,Fighter,None,7570,Kayle,13867,19845,7,1,3,2,Blue,8,Enemy,Ally,False,False,Enemy,Enemy,False,Ally,True,105.90000000000009,-80.59999999999991,12064,6,3188438950,Ally,Popstar Jessica,7602,21,2,2,0
0,0,2,Blue,10,4,51,11,Assassin,None,12661,Leblanc,13422,5791,3,0,0,0,Red,0,None,Enemy,False,False,None,Ally,False,Ally,False,49.299999999999955,279.0999999999999,8260,7,3184977418,Enemy,Popstar Jessica,1833,15,4,0,1
0,3,2,Blue,10,7,306,16,Assassin,None,24173,Shaco,32072,572,6,2,3,1,Red,5,Enemy,Enemy,False,False,Enemy,Ally,False,Ally,False,-130.29999999999995,480.5999999999999,12939,10,3213934072,None,GiantOrange,3164,72,1,17,1
0,1,0,Blue,0,2,35,9,Marksman,None,20386,Caitlyn,7923,233,4,0,1,0,Red,3,None,Enemy,False,False,Enemy,None,None,Enemy,False,-11.0,554.8,4298,0,3213953122,None,GiantOrange,0,10,1,0,0
1,4,5,Blue,11,15,381,18,Assassin,None,24173,Shaco,54625,3423,11,1,2,1,Red,6,Ally,Ally,False,False,Ally,Ally,False,Ally,False,-140.0999999999999,-263.4000000000001,17177,15,3213908561,None,GiantOrange,12452,65,0,7,1
0,1,0,Red,2,0,5,8,Marksman,None,18866,Ezreal,5044,772,7,0,1,0,Blue,3,None,Enemy,False,False,Ally,None,None,Enemy,False,-145.4000000000001,498.20000000000005,5364,3,3213897171,None,GiantOrange,97,11,0,2,0
1,1,2,Blue,9,13,107,14,Tank,None,96893,Blitzcrank,9836,4648,6,0,2,1,Red,6,Ally,Ally,False,False,Ally,Enemy,False,Enemy,False,153.4000000000001,49.0,8427,4,3210410889,Enemy,GiantOrange,2227,53,5,2,1
0,1,0,Red,4,9,101,12,Tank,None,30292,Leona,10071,538,8,1,2,1,Blue,8,Enemy,Ally,False,False,Enemy,Enemy,False,Ally,False,203.0999999999999,224.29999999999995,7818,5,3210376677,None,GiantOrange,1672,53,2,4,0
2,3,4,Red,11,6,72,13,Tank,None,96893,Blitzcrank,4048,4181,4,0,1,0,Blue,1,Ally,Enemy,False,False,Ally,Ally,False,Enemy,False,-390.0999999999999,-230.29999999999995,8632,3,3210382168,Ally,GiantOrange,803,49,5,5,1
2,2,3,Red,11,13,192,16,Assassin,None,24173,Shaco,21150,7701,3,0,3,1,Blue,7,Ally,Ally,False,True,Enemy,Ally,False,Enemy,False,-32.09999999999991,-307.0999999999999,11999,5,3210179634,Enemy,GiantOrange,3315,55,0,10,1
0,2,1,Blue,6,12,95,15,Tank,None,64768,Galio,25915,4240,4,0,3,0,Red,5,None,Enemy,False,False,Enemy,Ally,True,Enemy,False,-68.90000000000009,-263.29999999999995,11638,8,3215665522,Ally,Cliff86,569,19,0,2,1
0,1,1,Blue,5,5,296,7,Tank,None,24661,Nautilus,1777,3793,2,0,0,0,Red,0,None,Ally,False,False,Ally,Ally,True,Ally,True,987.3,591.9000000000001,4153,0,3215648667,Ally,Cliff86,2194,8,0,1,1
0,0,0,Blue,7,11,353,12,Mage,None,84943,Karma,15530,2696,7,1,4,1,Red,7,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,45.5,-207.5999999999999,8371,3,3215642330,Enemy,Cliff86,420,67,3,5,0
0,2,0,Red,4,7,208,16,Fighter,None,47298,Pantheon,20229,4254,10,2,4,3,Blue,11,Enemy,Enemy,False,False,Ally,Enemy,False,Ally,False,13.0,-236.5,13309,10,3214215618,Ally,Cliff86,5095,16,0,0,0
0,1,0,Red,0,2,104,10,Tank,None,31841,Singed,5866,69,5,0,1,0,Blue,4,None,Ally,False,False,Ally,None,None,Enemy,False,-172.5,-370.0,4484,1,3214183051,None,Cliff86,0,7,0,0,0
0,0,0,Red,0,4,10,10,Marksman,None,1309,Xayah,7769,2302,5,0,3,1,Blue,6,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-323.0999999999999,-637.5,6464,2,3214159400,Enemy,Cliff86,1363,14,1,2,0
0,2,0,Blue,4,11,125,16,Tank,None,64768,Galio,18197,2625,9,2,4,3,Red,11,Enemy,Ally,False,False,Ally,Enemy,False,Ally,False,325.29999999999995,89.0,12116,3,3208478536,Ally,Cliff86,2727,24,1,1,0
0,0,0,Red,3,6,138,13,Marksman,None,12953,Jhin,11335,5373,6,1,4,1,Blue,8,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-106.59999999999991,-330.5,10075,2,3206108183,Enemy,Cliff86,3625,17,0,2,0
0,0,0,Red,1,7,251,14,Assassin,None,18169,Fizz,20983,1317,9,0,3,4,Blue,11,None,Ally,False,True,Enemy,Enemy,False,Enemy,False,63.5,-356.0,10473,9,3205040875,None,Cliff86,8548,22,1,2,0
0,2,0,Blue,5,9,300,12,Assassin,None,6003,Rengar,9911,22602,3,0,0,0,Red,1,None,Ally,False,False,Ally,None,None,Ally,False,26.5,-376.20000000000005,8790,5,3204987051,Ally,Cliff86,10328,15,2,2,1
0,0,0,Blue,2,11,133,14,Tank,None,64768,Galio,19671,3081,4,1,3,1,Red,5,Enemy,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-201.79999999999995,-356.9000000000001,10548,8,3204962833,None,Cliff86,2121,22,2,2,0
0,1,0,Blue,1,4,541,13,Assassin,None,102800,Ekko,13402,15754,7,0,2,0,Red,4,None,Enemy,False,False,Enemy,None,None,Enemy,False,-52.40000000000009,465.0999999999999,8312,1,3218280870,Ally,VodkaNVodka,12274,23,1,1,0
1,2,0,Red,3,3,434,17,Mage,None,31316,AurelionSol,29370,5959,10,0,4,2,Blue,11,Ally,Enemy,False,False,Ally,Enemy,False,Enemy,False,55.799999999999955,405.20000000000005,12973,7,3217587950,Enemy,VodkaNVodka,4326,21,1,1,0
0,1,0,Red,3,2,256,11,Mage,None,31316,AurelionSol,9637,1209,9,0,1,0,Blue,4,None,Enemy,False,False,Ally,None,None,Enemy,False,331.79999999999995,587.5999999999999,6190,1,3217562820,Enemy,VodkaNVodka,2187,14,1,2,0
0,1,0,Blue,5,14,234,13,Tank,None,4167,Leona,9562,172,10,0,4,0,Red,4,None,Ally,False,False,Ally,None,None,Ally,False,203.0,80.0,9246,5,3212761860,Ally,VodkaNVodka,1850,39,4,1,0
0,2,0,Red,4,5,122,14,Assassin,None,31055,Fizz,13200,4648,3,0,2,0,Blue,2,None,Ally,False,True,Enemy,None,None,Ally,False,580.7,334.9000000000001,9580,6,3212706983,Enemy,VodkaNVodka,3358,20,2,3,1
1,2,2,Blue,11,9,128,15,Mage,None,121913,Xerath,20461,11356,1,0,1,0,Red,2,Ally,Ally,False,True,Enemy,Ally,True,Ally,False,35.59999999999991,-377.0,12118,12,3210693293,Ally,VodkaNVodka,118,14,2,1,1
1,2,1,Blue,7,18,156,16,Mage,None,121913,Xerath,21790,8552,2,0,1,0,Red,4,Ally,Ally,False,False,Ally,Ally,False,Ally,False,-144.0,336.4000000000001,11314,6,3210675954,Enemy,VodkaNVodka,2356,15,1,1,1
0,4,2,Red,10,12,61,16,Assassin,None,170520,Leblanc,29102,2019,9,1,1,0,Blue,1,Enemy,Ally,False,False,Ally,Ally,True,Ally,False,87.79999999999995,-590.0999999999999,13230,12,3209745708,None,VodkaNVodka,3628,21,2,3,1
0,1,0,Blue,5,8,276,13,Assassin,None,102800,Ekko,15776,5861,9,1,3,4,Red,11,Enemy,Enemy,False,False,Enemy,Enemy,False,Ally,False,-81.5,-421.0999999999999,9409,3,3208412364,Ally,VodkaNVodka,6852,21,3,2,0
0,2,1,Blue,9,8,209,12,Assassin,None,102800,Ekko,13440,1809,4,0,1,0,Red,2,None,Enemy,False,False,Ally,Ally,False,Ally,False,237.5,-6.900000000000091,8064,3,3205888166,Ally,VodkaNVodka,3247,11,2,2,1
0,1,0,Blue,2,5,89,10,Support,None,17198,Pyke,8201,99,6,0,2,2,Red,10,None,Ally,False,False,Enemy,Enemy,False,Ally,False,-284.0,247.9000000000001,8244,5,3211715788,Enemy,Godz of Virtue,2189,17,6,2,0
0,2,0,Blue,3,12,95,10,Support,None,95269,Thresh,7537,1556,3,1,1,1,Red,6,Enemy,Enemy,False,False,Ally,Enemy,False,Ally,False,278.5999999999999,78.20000000000005,6333,1,3211679648,Ally,Godz of Virtue,2758,41,6,3,0
0,1,0,Red,1,5,75,10,Support,None,95269,Thresh,5765,55,5,0,2,0,Blue,4,None,Enemy,False,False,Ally,None,None,Enemy,False,288.70000000000005,427.5,5397,2,3211636301,Enemy,Godz of Virtue,0,20,5,1,0
1,3,3,Blue,7,41,260,17,Support,None,95269,Thresh,17159,3992,10,1,3,0,Red,6,Ally,Enemy,False,False,Enemy,Ally,False,Enemy,False,-300.4000000000001,338.0999999999999,12465,2,3201827331,Enemy,Godz of Virtue,10211,72,4,7,1
0,2,0,Blue,4,7,32,9,Support,None,36714,Rakan,4854,1161,4,0,0,0,Red,1,None,Ally,False,False,Ally,None,None,Ally,False,-37.59999999999991,444.0999999999999,6007,3,3201797637,Ally,Godz of Virtue,1526,23,5,3,1
0,1,0,Blue,2,10,177,10,Support,None,16362,Braum,5725,2003,10,1,3,1,Red,8,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,-4.7000000000000455,-424.0,6153,1,3201805905,Enemy,Godz of Virtue,1762,33,5,1,0
1,3,2,Red,7,17,112,13,Support,None,9586,Nami,7793,3256,5,0,0,0,Blue,0,Ally,Enemy,False,False,Ally,Ally,False,Ally,False,-2.7999999999999545,-578.4000000000001,9457,2,3201843088,None,Godz of Virtue,11648,41,7,8,1
0,0,0,Blue,1,6,91,11,Support,None,17198,Pyke,6117,242,8,1,3,3,Red,9,Enemy,Ally,False,True,Enemy,Enemy,False,Ally,False,58.5,687.9000000000001,7668,3,3201812314,Enemy,Godz of Virtue,4189,40,5,4,0
0,2,0,Red,3,6,952,15,Tank,None,10931,Singed,26622,5964,10,1,2,1,Blue,6,Enemy,Enemy,False,False,Ally,Enemy,False,Enemy,False,-249.70000000000005,-233.20000000000005,10892,2,3167814511,Enemy,Diddlydou,4019,19,1,1,0
2,4,2,Blue,9,11,1015,17,Tank,None,10931,Singed,26098,9445,5,0,0,0,Red,1,Ally,Enemy,False,False,Ally,Ally,False,Ally,False,104.5,69.79999999999995,14081,10,3167739709,None,Diddlydou,3858,29,1,2,1
0,3,1,Blue,7,27,170,14,Support,None,21035,Thresh,14660,5218,4,0,2,0,Red,3,None,Ally,False,False,Ally,Ally,True,Ally,True,253.29999999999995,68.09999999999991,9575,5,3167524648,Enemy,Diddlydou,1919,69,7,6,1
1,2,1,Blue,5,10,100,13,Tank,None,6477,JarvanIV,12453,5177,6,0,1,0,Red,2,Ally,Enemy,False,False,Enemy,Ally,False,Ally,False,11.799999999999955,-293.4000000000001,8921,4,3167359806,Ally,Diddlydou,1396,11,1,1,1
0,1,0,Blue,1,7,387,11,Marksman,None,9144,Ashe,9906,4242,8,0,2,1,Red,6,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,-180.20000000000005,-362.4000000000001,6702,2,3160724645,Enemy,Diddlydou,1486,14,0,3,0
0,1,0,Red,0,1,40,10,Fighter,None,15255,Kled,5151,1478,4,0,1,1,Blue,7,None,Enemy,False,False,Enemy,Enemy,False,Enemy,False,43.09999999999991,-191.9000000000001,4943,0,3159011150,None,Diddlydou,118,9,0,1,0
0,1,0,Blue,1,1,15,12,Fighter,None,23589,Renekton,10589,2713,4,2,2,3,Red,11,Enemy,Enemy,False,False,Enemy,Enemy,False,Ally,False,-191.20000000000005,-315.9000000000001,8016,2,3158123525,Enemy,Diddlydou,2658,23,2,2,0
0,3,1,Red,7,6,195,14,Tank,None,2260,Shen,11909,4193,4,1,0,0,Blue,3,Enemy,Enemy,False,False,Ally,Ally,True,Enemy,False,234.29999999999995,-147.5,10224,9,3157437832,Ally,Diddlydou,1386,12,2,2,1
1,2,3,Blue,10,17,91,16,Fighter,None,15255,Kled,23473,17984,7,0,3,0,Red,3,Ally,Enemy,False,False,Enemy,Ally,True,Ally,False,135.4000000000001,-282.29999999999995,14113,6,3157419968,Enemy,Diddlydou,6044,38,4,5,1
0,2,2,Blue,9,18,142,14,Fighter,None,4899,Pantheon,16388,2978,5,0,2,0,Red,2,None,Enemy,False,False,Enemy,Ally,False,Ally,False,178.0,-28.59999999999991,11402,7,3157405413,Enemy,Diddlydou,3866,25,1,4,1
1,2,1,Blue,9,6,162,17,Fighter,None,17028,Jax,30096,8407,9,1,3,0,Red,5,Ally,Enemy,False,False,Ally,Ally,False,Ally,False,-390.5999999999999,-480.9000000000001,14877,16,3157392446,Ally,Diddlydou,6951,18,0,2,1
0,1,0,Red,3,20,893,17,Tank,None,10333,Zac,24474,9366,2,1,2,2,Blue,9,Enemy,Ally,False,False,Enemy,Enemy,False,Ally,False,13.900000000000091,87.0,15055,9,3208092759,Enemy,daddy sean,52380,40,3,1,0
0,1,0,Blue,2,5,561,14,Tank,None,10333,Zac,10193,3922,4,1,2,1,Red,6,Enemy,Enemy,False,False,Enemy,Enemy,False,Ally,False,35.299999999999955,276.20000000000005,10037,3,3208120834,None,daddy sean,34716,26,2,0,0
0,1,0,Red,0,2,141,11,Marksman,None,19730,Graves,7758,1568,4,0,1,0,Blue,5,None,Enemy,False,False,Ally,None,None,Enemy,False,-2.0,141.0,9680,7,3207744062,Enemy,daddy sean,1775,16,1,4,0
0,2,1,Blue,8,7,496,14,Assassin,None,20227,Ekko,11643,14085,2,0,0,0,Red,1,None,Ally,False,False,Ally,Ally,False,Ally,False,508.70000000000005,-492.79999999999995,10249,6,3207688499,None,daddy sean,10928,15,0,2,1
0,4,0,Red,5,14,531,18,Marksman,None,19730,Graves,21358,18961,4,2,1,2,Blue,9,Enemy,Ally,False,False,Enemy,Enemy,False,Enemy,False,-122.59999999999991,-456.20000000000005,16278,6,3207649290,Enemy,daddy sean,11067,39,1,8,0
0,3,2,Red,10,8,424,18,Fighter,None,14073,LeeSin,20468,12918,4,1,0,0,Blue,3,Enemy,Enemy,False,False,Ally,Ally,True,Ally,False,196.5999999999999,-3.400000000000091,16238,14,3207578414,None,daddy sean,9191,37,3,3,1
0,1,1,Blue,9,2,265,12,Fighter,None,8674,Hecarim,7331,23171,1,0,0,0,Red,2,None,Enemy,False,False,Ally,Ally,False,Ally,False,-358.9000000000001,-346.0,9728,6,3207523184,Ally,daddy sean,9423,17,1,0,1
1,1,1,Red,7,10,546,15,Tank,None,10333,Zac,7575,10267,2,0,1,0,Blue,2,Ally,Enemy,False,False,Enemy,Ally,False,Ally,False,-179.20000000000005,-415.29999999999995,10899,4,3207172622,Enemy,daddy sean,29353,34,2,7,1
